fromNode	toNode	weight	direction	fromAltName	toAltName
GRAMD1B	RELT	0.127317233538701	undirected	NA	NA
GRAMD1B	ZFYVE26	0.121062891119388	undirected	NA	NA
GRAMD1B	ATP13A1	0.125442441649005	undirected	NA	NA
GRAMD1B	PTGES3	0.114443225689378	undirected	NA	NA
GRAMD1B	ADCY7	0.137674847775803	undirected	NA	NA
GRAMD1B	SH3TC1	0.12410269847283	undirected	NA	NA
GRAMD1B	RHBDF2	0.127553419184516	undirected	NA	NA
GRAMD1B	NUP210	0.129464986358679	undirected	NA	NA
GRAMD1B	PAN2	0.119336805462873	undirected	NA	NA
GRAMD1B	FLNB	0.129521047468557	undirected	NA	NA
GRAMD1B	EIF4EBP2	0.14232324639136	undirected	NA	NA
GRAMD1B	HYOU1	0.129842248907705	undirected	NA	NA
GRAMD1B	SOGA1	0.132500935224007	undirected	NA	NA
GRAMD1B	LRRK1	0.121691748491072	undirected	NA	NA
GRAMD1B	MIDEAS	0.121859565733555	undirected	NA	NA
GRAMD1B	DIP2A	0.122733191255798	undirected	NA	NA
GRAMD1B	ARPC2	0.11471440131979	undirected	NA	NA
GRAMD1B	PIGG	0.144443418554957	undirected	NA	NA
GRAMD1B	PLEC	0.130174385438189	undirected	NA	NA
GRAMD1B	EP400	0.123821003951776	undirected	NA	NA
GRAMD1B	TRRAP	0.12259032723725	undirected	NA	NA
GRAMD1B	MYO18A	0.130925773166612	undirected	NA	NA
GRAMD1B	SZT2	0.146460493686999	undirected	NA	NA
GRAMD1B	HEXA	0.112833340429718	undirected	NA	NA
GRAMD1B	TTLL3	0.134590083979356	undirected	NA	NA
GRAMD1B	SNHG14	0.128580870810699	undirected	NA	NA
GRAMD1B	PI4KA	0.137506129646339	undirected	NA	NA
GRAMD1B	MYO15B	0.124429913945798	undirected	NA	NA
GRAMD1B	ENSG00000272916	0.126660081506701	undirected	NA	NA
RELT	ZFYVE26	0.109035689997103	undirected	NA	NA
RELT	ATP13A1	0.122703214276787	undirected	NA	NA
RELT	PTGES3	0.105713940286682	undirected	NA	NA
RELT	ADCY7	0.13621489400391	undirected	NA	NA
RELT	SH3TC1	0.118339462517599	undirected	NA	NA
RELT	RHBDF2	0.137470405332795	undirected	NA	NA
RELT	NUP210	0.138134648287788	undirected	NA	NA
RELT	PAN2	0.107894212603522	undirected	NA	NA
RELT	FLNB	0.117709880738651	undirected	NA	NA
RELT	EIF4EBP2	0.137901296754024	undirected	NA	NA
RELT	HYOU1	0.115790766966679	undirected	NA	NA
RELT	SOGA1	0.125412009165741	undirected	NA	NA
RELT	LRRK1	0.114803336020628	undirected	NA	NA
RELT	MIDEAS	0.114306462006809	undirected	NA	NA
RELT	DIP2A	0.114431870893938	undirected	NA	NA
RELT	ARPC2	0.101458829492079	undirected	NA	NA
RELT	PIGG	0.143018297503462	undirected	NA	NA
RELT	PLEC	0.130679576490663	undirected	NA	NA
RELT	EP400	0.119947548179786	undirected	NA	NA
RELT	TRRAP	0.125040322331867	undirected	NA	NA
RELT	MYO18A	0.12543253877973	undirected	NA	NA
RELT	SZT2	0.150962604496687	undirected	NA	NA
RELT	HEXA	0.11170441882792	undirected	NA	NA
RELT	TTLL3	0.143883995736623	undirected	NA	NA
RELT	SNHG14	0.12397546397084	undirected	NA	NA
RELT	PI4KA	0.13779140145834	undirected	NA	NA
RELT	MYO15B	0.137678238003972	undirected	NA	NA
RELT	ENSG00000272916	0.124412853939855	undirected	NA	NA
ZFYVE26	ATP13A1	0.100384274197245	undirected	NA	NA
ZFYVE26	ADCY7	0.108151329977711	undirected	NA	NA
ZFYVE26	RHBDF2	0.124969482582079	undirected	NA	NA
ZFYVE26	NUP210	0.148151418471593	undirected	NA	NA
ZFYVE26	PAN2	0.120459411047292	undirected	NA	NA
ZFYVE26	FLNB	0.121168654641719	undirected	NA	NA
ZFYVE26	EIF4EBP2	0.123836064480015	undirected	NA	NA
ZFYVE26	HYOU1	0.109805067805679	undirected	NA	NA
ZFYVE26	SOGA1	0.10380414192875	undirected	NA	NA
ZFYVE26	LRRK1	0.100485207960152	undirected	NA	NA
ZFYVE26	MIDEAS	0.118179142435655	undirected	NA	NA
ZFYVE26	DIP2A	0.112376141916785	undirected	NA	NA
ZFYVE26	PIGG	0.121558010190395	undirected	NA	NA
ZFYVE26	PLEC	0.116955190616953	undirected	NA	NA
ZFYVE26	TRRAP	0.153986774986296	undirected	NA	NA
ZFYVE26	MYO18A	0.125835211127119	undirected	NA	NA
ZFYVE26	SZT2	0.119038348295551	undirected	NA	NA
ZFYVE26	HEXA	0.100887714225765	undirected	NA	NA
ZFYVE26	TTLL3	0.127757743146426	undirected	NA	NA
ZFYVE26	SNHG14	0.106918087930962	undirected	NA	NA
ZFYVE26	PI4KA	0.143025716691248	undirected	NA	NA
ZFYVE26	MYO15B	0.115112343438948	undirected	NA	NA
ZFYVE26	ENSG00000272916	0.108743043043082	undirected	NA	NA
ATP13A1	PTGES3	0.112961597064309	undirected	NA	NA
ATP13A1	ADCY7	0.140119800726836	undirected	NA	NA
ATP13A1	SH3TC1	0.147091879086319	undirected	NA	NA
ATP13A1	RHBDF2	0.145318700664348	undirected	NA	NA
ATP13A1	NUP210	0.124506122570618	undirected	NA	NA
ATP13A1	FLNB	0.116581583768978	undirected	NA	NA
