fromNode	toNode	weight	direction	fromAltName	toAltName
CACNB1	PLOD1	0.109390685927227	undirected	NA	NA
CACNB1	PLD3	0.104369195680969	undirected	NA	NA
CACNB1	FBRSL1	0.109969236800986	undirected	NA	NA
CACNB1	VPS4B	0.105404882352018	undirected	NA	NA
CACNB1	RAB22A	0.10286433575383	undirected	NA	NA
CACNB1	HNRNPR	0.104123814314696	undirected	NA	NA
CACNB1	MCF2L	0.105486646199784	undirected	NA	NA
CACNB1	SIN3B	0.109296374584501	undirected	NA	NA
CACNB1	USO1	0.108945828255662	undirected	NA	NA
CACNB1	KATNB1	0.106922671173803	undirected	NA	NA
CACNB1	SFXN5	0.109873872421521	undirected	NA	NA
CACNB1	ANKMY1	0.110518334544039	undirected	NA	NA
CACNB1	EIF4A2	0.105186318655729	undirected	NA	NA
CACNB1	PPP4R2	0.103579307065942	undirected	NA	NA
CACNB1	IFT122	0.105324555013663	undirected	NA	NA
CACNB1	INPPL1	0.109402947405627	undirected	NA	NA
CACNB1	FAM234A	0.11254359954986	undirected	NA	NA
CACNB1	PACS2	0.107566780031475	undirected	NA	NA
CACNB1	PAK2	0.114064940110489	undirected	NA	NA
CACNB1	C16orf72	0.105455310622833	undirected	NA	NA
CACNB1	FANCA	0.109644920529658	undirected	NA	NA
CACNB1	PAX8-AS1	0.111469665278757	undirected	NA	NA
CACNB1	ENSG00000266086	0.105247588407101	undirected	NA	NA
CACNB1	ADGRL1-AS1	0.10110298019466	undirected	NA	NA
PLOD1	FBRSL1	0.119262291545655	undirected	NA	NA
PLOD1	ANKMY1	0.104115185675769	undirected	NA	NA
PLOD1	PAK2	0.127850174987902	undirected	NA	NA
PDGFB	FBRSL1	0.101909195905988	undirected	NA	NA
FMR1	FBRSL1	0.10813885230339	undirected	NA	NA
FMR1	PAK2	0.140110790785578	undirected	NA	NA
PLD3	FBRSL1	0.109550879902701	undirected	NA	NA
PLD3	ANKMY1	0.107174367365678	undirected	NA	NA
PLD3	PAK2	0.128260310674637	undirected	NA	NA
FBRSL1	VPS4B	0.113362224082378	undirected	NA	NA
FBRSL1	PIK3CA	0.109125803105995	undirected	NA	NA
FBRSL1	RAB22A	0.102129901708676	undirected	NA	NA
FBRSL1	HNRNPR	0.101199429591964	undirected	NA	NA
FBRSL1	MCF2L	0.111486179272979	undirected	NA	NA
FBRSL1	SIN3B	0.116869138377224	undirected	NA	NA
FBRSL1	ANKMY1	0.123462976955217	undirected	NA	NA
FBRSL1	INPPL1	0.111016224403903	undirected	NA	NA
FBRSL1	FAM234A	0.103274566010573	undirected	NA	NA
FBRSL1	PACS2	0.120396729755908	undirected	NA	NA
FBRSL1	PAK2	0.114124069468314	undirected	NA	NA
FBRSL1	FANCA	0.105742214486729	undirected	NA	NA
FBRSL1	PAX8-AS1	0.10888113178565	undirected	NA	NA
VPS4B	PAK2	0.124747746149788	undirected	NA	NA
PIK3CA	PAK2	0.13278363834327	undirected	NA	NA
RAB22A	ANKMY1	0.101926625761193	undirected	NA	NA
RAB22A	PAK2	0.128792867939866	undirected	NA	NA
HNRNPR	PAK2	0.130585154284185	undirected	NA	NA
MCF2L	PACS2	0.10045946268936	undirected	NA	NA
MCF2L	PAK2	0.115447759728332	undirected	NA	NA
MCF2L	C16orf72	0.100182753719639	undirected	NA	NA
MCF2L	PAX8-AS1	0.100083389686638	undirected	NA	NA
MCF2L	ENSG00000266086	0.100631617076528	undirected	NA	NA
SIN3B	ANKMY1	0.113853047781836	undirected	NA	NA
SIN3B	PAK2	0.123495182452574	undirected	NA	NA
USO1	PAK2	0.104345021652383	undirected	NA	NA
SFXN5	PAK2	0.118038606625938	undirected	NA	NA
ANKMY1	PPP4R2	0.102281423520319	undirected	NA	NA
ANKMY1	FAM234A	0.101253474881587	undirected	NA	NA
ANKMY1	PACS2	0.114448064732943	undirected	NA	NA
ANKMY1	PAK2	0.133222112239924	undirected	NA	NA
EIF4A2	PAK2	0.103659989910696	undirected	NA	NA
PPP4R2	PAK2	0.133132277781391	undirected	NA	NA
IFT122	PAK2	0.112431320320497	undirected	NA	NA
INPPL1	PAK2	0.101167030766167	undirected	NA	NA
FAM234A	PAK2	0.108217876308052	undirected	NA	NA
PACS2	PAK2	0.121087444623898	undirected	NA	NA
PAK2	C16orf72	0.111735228827725	undirected	NA	NA
PAK2	FANCA	0.124976593012626	undirected	NA	NA
PAK2	PAX8-AS1	0.13307797998399	undirected	NA	NA
PAK2	ENSG00000266086	0.106330808009083	undirected	NA	NA
PAK2	ADGRL1-AS1	0.10873634394351	undirected	NA	NA
